Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein R-HSA-446193,2/77,0.1798830098073791,0.2811189053486631,0,0,2.656565656565657,4.557201796283064,CTSA;MPDU1
Reactome_2022,Regulation Of Insulin Secretion R-HSA-422356,2/77,0.1798830098073791,0.2811189053486631,0,0,2.656565656565657,4.557201796283064,PRKAR2B;GNG11
Reactome_2022,Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects R-HSA-9687136,1/20,0.182171186958547,0.2811189053486631,0,0,5.231684739486909,8.908556962758436,UBE2C
Reactome_2022,Apoptotic Factor-Mediated Response R-HSA-111471,1/20,0.182171186958547,0.2811189053486631,0,0,5.231684739486909,8.908556962758436,CASP3
Reactome_2022,Processing Of Intronless Pre-mRNAs R-HSA-77595,1/20,0.182171186958547,0.2811189053486631,0,0,5.231684739486909,8.908556962758436,CPSF2
Reactome_2022,Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572,1/20,0.182171186958547,0.2811189053486631,0,0,5.231684739486909,8.908556962758436,MYL9
Reactome_2022,G Beta:Gamma Signaling Thru CDC42 R-HSA-8964616,1/20,0.182171186958547,0.2811189053486631,0,0,5.231684739486909,8.908556962758436,GNG11
Reactome_2022,G Beta:Gamma Signaling Thru PLC Beta R-HSA-418217,1/20,0.182171186958547,0.2811189053486631,0,0,5.231684739486909,8.908556962758436,GNG11
Reactome_2022,Oncogenic MAPK Signaling R-HSA-6802957,2/78,0.1834746263330842,0.2819431888933978,0,0,2.621477937267411,4.445184817601474,ITGB3;ITGA2B
Reactome_2022,G Alpha (12/13) Signaling Events R-HSA-416482,2/78,0.1834746263330842,0.2819431888933978,0,0,2.621477937267411,4.445184817601474,ECT2;GNG11
Reactome_2022,Neutrophil Degranulation R-HSA-6798695,7/468,0.1896243004775816,0.288886454097057,0,0,1.521506524451238,2.529824920122278,CTSA;PSMA5;PSMD14;PSMC2;LCN2;GGH;PPBP
Reactome_2022,PD-1 Signaling R-HSA-389948,1/21,0.1903576498347592,0.288886454097057,0,0,4.969849246231155,8.244237447277422,PDCD1LG2
Reactome_2022,Presynaptic Function Of Kainate Receptors R-HSA-500657,1/21,0.1903576498347592,0.288886454097057,0,0,4.969849246231155,8.244237447277422,GNG11
Reactome_2022,SHC1 Events In ERBB2 Signaling R-HSA-1250196,1/21,0.1903576498347592,0.288886454097057,0,0,4.969849246231155,8.244237447277422,EGF
Reactome_2022,Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686,1/21,0.1903576498347592,0.288886454097057,0,0,4.969849246231155,8.244237447277422,EGF
Reactome_2022,Initial Triggering Of Complement R-HSA-166663,1/21,0.1903576498347592,0.288886454097057,0,0,4.969849246231155,8.244237447277422,CFB
Reactome_2022,Intracellular Signaling By Second Messengers R-HSA-9006925,5/306,0.1928387489930575,0.2920471136609734,0,0,1.6610443819746146,2.7339145042671533,PSMA5;PSMD14;PRKAR2B;EGF;PSMC2
Reactome_2022,Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,2/81,0.1943101337404015,0.2928472472610031,0,0,2.521544559519243,4.131045868969444,YWHAE;HSPA2
Reactome_2022,TP53 Regulates Metabolic Genes R-HSA-5628897,2/81,0.1943101337404015,0.2928472472610031,0,0,2.521544559519243,4.131045868969444,YWHAE;PRDX1
Reactome_2022,Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,5/307,0.1945656335826855,0.2928472472610031,0,0,1.6554593309560195,2.7099632932924136,CDC20;PSMA5;PSMD14;UBE2C;PSMC2
Reactome_2022,HIV Infection R-HSA-162906,4/229,0.1970479916598075,0.2959757743578666,0,0,1.7755102040816326,2.883975370736881,PSMA5;FEN1;PSMD14;PSMC2
Reactome_2022,ADP Signaling Thru P2Y Purinoceptor 12 R-HSA-392170,1/22,0.1984625719282345,0.2962791552411321,0,0,4.732950466618808,7.653913334056085,GNG11
Reactome_2022,Common Pathway Of Fibrin Clot Formation R-HSA-140875,1/22,0.1984625719282345,0.2962791552411321,0,0,4.732950466618808,7.653913334056085,PF4
Reactome_2022,Laminin Interactions R-HSA-3000157,1/22,0.1984625719282345,0.2962791552411321,0,0,4.732950466618808,7.653913334056085,ITGA7
Reactome_2022,Nucleotide Salvage R-HSA-8956321,1/23,0.2064867613185778,0.3063862268148129,0,0,4.517587939698492,7.126580711797677,TK1
Reactome_2022,BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922,1/23,0.2064867613185778,0.3063862268148129,0,0,4.517587939698492,7.126580711797677,SMOX
Reactome_2022,Triglyceride Catabolism R-HSA-163560,1/23,0.2064867613185778,0.3063862268148129,0,0,4.517587939698492,7.126580711797677,CAV1
Reactome_2022,Other Interleukin Signaling R-HSA-449836,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,CASP3
Reactome_2022,Cytosolic tRNA Aminoacylation R-HSA-379716,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,PPA1
Reactome_2022,DARPP-32 Events R-HSA-180024,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,PRKAR2B
Reactome_2022,Sema4D In Semaphorin Signaling R-HSA-400685,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,MYL9
Reactome_2022,Signaling By EGFR In Cancer R-HSA-1643713,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,EGF
Reactome_2022,Signaling By ERBB2 KD Mutants R-HSA-9664565,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,EGF
Reactome_2022,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,EGF
Reactome_2022,G-protein Activation R-HSA-202040,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,GNG11
Reactome_2022,Thromboxane Signaling Thru TP Receptor R-HSA-428930,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,GNG11
Reactome_2022,Impaired BRCA2 Binding To PALB2 R-HSA-9709603,1/24,0.2144310182188985,0.3118609848302631,0,0,4.320952589032117,6.653261007649563,RAD51
Reactome_2022,RAC2 GTPase Cycle R-HSA-9013404,2/87,0.2162052764803214,0.3138187478417339,0,0,2.342840166369578,3.588122897733772,RACGAP1;CAV1
Reactome_2022,Opioid Signaling R-HSA-111885,2/88,0.2198775013707891,0.3145619050992678,0,0,2.315480385247827,3.5072227118932733,PRKAR2B;GNG11
Reactome_2022,ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,GNG11
Reactome_2022,Basigin Interactions R-HSA-210991,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,CAV1
Reactome_2022,Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,P2RX7
Reactome_2022,Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,RAD51
Reactome_2022,Signaling By ERBB2 In Cancer R-HSA-1227990,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,EGF
Reactome_2022,G Beta:Gamma Signaling Thru PI3Kgamma R-HSA-392451,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,GNG11
Reactome_2022,Gap Junction Trafficking R-HSA-190828,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,DAB2
Reactome_2022,Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,PCNA
Reactome_2022,Termination Of O-glycan Biosynthesis R-HSA-977068,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,MUC1
Reactome_2022,Interleukin-7 Signaling R-HSA-1266695,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,JAK3
Reactome_2022,NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,EGF
Reactome_2022,NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508,1/25,0.2222961348450487,0.3145619050992678,0,0,4.14070351758794,6.226561570384656,DLGAP5
Reactome_2022,Antimicrobial Peptides R-HSA-6803157,2/89,0.2235550003741977,0.3151265678351672,0,0,2.2887495646116336,3.428770706989903,LCN2;CLU
Reactome_2022,Interferon Gamma Signaling R-HSA-877300,2/89,0.2235550003741977,0.3151265678351672,0,0,2.2887495646116336,3.428770706989903,GBP2;GBP1
Reactome_2022,Chaperonin-mediated Protein Folding R-HSA-390466,2/90,0.2272373036176318,0.3182089859767141,0,0,2.2626262626262625,3.352670034774279,GNG11;RGS6
Reactome_2022,Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,2/90,0.2272373036176318,0.3182089859767141,0,0,2.2626262626262625,3.352670034774279,TPX2;AURKB
Reactome_2022,Respiratory Electron Transport R-HSA-611105,2/90,0.2272373036176318,0.3182089859767141,0,0,2.2626262626262625,3.352670034774279,ETFDH;ETFA
Reactome_2022,Platelet Calcium Homeostasis R-HSA-418360,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,P2RX7
Reactome_2022,Attenuation Phase R-HSA-3371568,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,HSPA2
Reactome_2022,Pyroptosis R-HSA-5620971,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,CASP3
Reactome_2022,Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,CASP3
Reactome_2022,Signaling By ALK R-HSA-201556,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,JAK3
Reactome_2022,Interleukin-20 Family Signaling R-HSA-8854691,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,JAK3
Reactome_2022,Metal Ion SLC Transporters R-HSA-425410,1/26,0.2300828957266827,0.3182089859767141,0,0,3.974874371859297,5.840344997302112,SLC39A8
Reactome_2022,Signaling By TGF-beta Receptor Complex R-HSA-170834,2/91,0.2309239500321694,0.3187707257506219,0,0,2.237090001134945,3.2788286401533377,ITGB5;ITGB3
Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,3/167,0.2340612680505318,0.322184090250103,0,0,1.82332549213817,2.6477828986834435,PSMA5;PSMD14;PSMC2
Reactome_2022,Class B/2 (Secretin Family Receptors) R-HSA-373080,2/92,0.234614487227205,0.322184090250103,0,0,2.212121212121212,3.2071589757618537,SMOX;GNG11
Reactome_2022,Leishmania Infection R-HSA-9658195,4/247,0.234739931420618,0.322184090250103,0,0,1.6424792139077853,2.380407433860061,P2RX7;PRKAR2B;ELMO2;GNG11
Reactome_2022,Metabolism R-HSA-1430728,24/2049,0.2354970827948642,0.322184090250103,0,0,1.196969696969697,1.730886113302152,CTSA;NQO1;CPT1A;ACAA2;RRM2;PSMD14;SMOX;CAV1;ETFDH;ETFA;HMMR;TYMS;GNG11;RUFY1;HSD11B1;PSMA5;PPA1;MTHFD2;PRKAR2B;SCD;PSMC2;ENPP2;TK1;GART
Reactome_2022,SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232,3/168,0.2367093667036889,0.322184090250103,0,0,1.8121827411167517,2.611214326180166,PCNA;BIRC5;AURKB
Reactome_2022,Resolution Of D-loop Structures Thru Synthesis-Dependent Strand Annealing (SDSA) R-HSA-5693554,1/27,0.2377920775242915,0.322184090250103,0,0,3.821801314263626,5.489477227235043,RAD51
Reactome_2022,FLT3 Signaling In Disease R-HSA-9682385,1/27,0.2377920775242915,0.322184090250103,0,0,3.821801314263626,5.489477227235043,BCL2L1
Reactome_2022,Gap Junction Trafficking And Regulation R-HSA-157858,1/27,0.2377920775242915,0.322184090250103,0,0,3.821801314263626,5.489477227235043,DAB2
Reactome_2022,VEGFR2 Mediated Vascular Permeability R-HSA-5218920,1/27,0.2377920775242915,0.322184090250103,0,0,3.821801314263626,5.489477227235043,CAV1
Reactome_2022,Interleukin Receptor SHC Signaling R-HSA-912526,1/27,0.2377920775242915,0.322184090250103,0,0,3.821801314263626,5.489477227235043,JAK3
Reactome_2022,RAC3 GTPase Cycle R-HSA-9013423,2/93,0.2383084712706434,0.3222880247995971,0,0,2.187701187701188,3.1375777372613727,RACGAP1;CAV1
Reactome_2022,"Adrenaline,noradrenaline Inhibits Insulin Secretion R-HSA-400042",1/28,0.2454244493195781,0.331300407645029,0,0,3.680067001675042,5.169633447658624,GNG11
Reactome_2022,Protein Folding R-HSA-391251,2/96,0.2494067909928498,0.3353253278629988,0,0,2.117558564367075,2.9405900871231445,GNG11;RGS6
Reactome_2022,MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,2/96,0.2494067909928498,0.3353253278629988,0,0,2.117558564367075,2.9405900871231445,TIFA;ALPK1
Reactome_2022,Fatty Acid Metabolism R-HSA-8978868,3/173,0.2500255183536518,0.3353253278629988,0,0,1.7584353538369664,2.437529535077044,CPT1A;ACAA2;SCD
Reactome_2022,SUMOylation R-HSA-2990846,3/174,0.2527026345793082,0.3353253278629988,0,0,1.7480630510285866,2.4045338637649905,PCNA;BIRC5;AURKB
Reactome_2022,Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326,1/29,0.252980772589684,0.3353253278629988,0,0,3.548456568557071,4.877147000705543,GNG11
Reactome_2022,Processing Of Capped Intronless Pre-mRNA R-HSA-75067,1/29,0.252980772589684,0.3353253278629988,0,0,3.548456568557071,4.877147000705543,CPSF2
Reactome_2022,Dectin-2 Family R-HSA-5621480,1/29,0.252980772589684,0.3353253278629988,0,0,3.548456568557071,4.877147000705543,MUC1
Reactome_2022,Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262,1/29,0.252980772589684,0.3353253278629988,0,0,3.548456568557071,4.877147000705543,CAV1
Reactome_2022,Downregulation Of ERBB2 Signaling R-HSA-8863795,1/29,0.252980772589684,0.3353253278629988,0,0,3.548456568557071,4.877147000705543,EGF
Reactome_2022,HSF1 Activation R-HSA-3371511,1/29,0.252980772589684,0.3353253278629988,0,0,3.548456568557071,4.877147000705543,YWHAE
Reactome_2022,Disorders Of Transmembrane Transporters R-HSA-5619115,3/176,0.2580693506463658,0.3414527689960038,0,0,1.7276781784572048,2.340186617756609,PSMA5;PSMD14;PSMC2
Reactome_2022,Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,1/30,0.2604618012849767,0.3428399513064149,0,0,3.425922717033443,4.608890626901229,UBE2C
Reactome_2022,Cellular Response To Heat Stress R-HSA-3371556,2/99,0.2605209452628556,0.3428399513064149,0,0,2.0517546600020826,2.7597577787968723,YWHAE;HSPA2
Reactome_2022,L1CAM Interactions R-HSA-373760,2/99,0.2605209452628556,0.3428399513064149,0,0,2.0517546600020826,2.7597577787968723,ITGB3;ITGA2B
Reactome_2022,Axon Guidance R-HSA-422475,7/519,0.263817317773068,0.3465557238846932,0,0,1.3663374352331603,1.820642437420964,PSMA5;PSMD14;ABLIM3;ITGB3;PSMC2;ITGA2B;MYL9
Reactome_2022,Regulation Of MECP2 Expression And Activity R-HSA-9022692,1/31,0.2678682819607093,0.3500811670432728,0,0,3.3115577889447234,4.362182296847866,AURKB
Reactome_2022,EGFR Downregulation R-HSA-182971,1/31,0.2678682819607093,0.3500811670432728,0,0,3.3115577889447234,4.362182296847866,EGF
Reactome_2022,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,2/101,0.2679338809157927,0.3500811670432728,0,0,2.01010101010101,2.647333266062948,TIFA;ALPK1
Reactome_2022,Potassium Channels R-HSA-1296071,2/102,0.2716402584331571,0.3536630718143945,0,0,1.9898989898989896,2.593388923930461,KCNJ10;GNG11
Reactome_2022,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,2/102,0.2716402584331571,0.3536630718143945,0,0,1.9898989898989896,2.593388923930461,TIFA;ALPK1
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,3/182,0.2742570592901567,0.3547077000238157,0,0,1.6692567280152,2.1594998013669,KCNJ10;PRKAR2B;GNG11
Reactome_2022,G-protein Beta:Gamma Signaling R-HSA-397795,1/32,0.2752009537742224,0.3547077000238157,0,0,3.204571243313341,4.1347099266061775,GNG11
Reactome_2022,Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926,1/32,0.2752009537742224,0.3547077000238157,0,0,3.204571243313341,4.1347099266061775,GNG11
Reactome_2022,Nuclear Signaling By ERBB4 R-HSA-1251985,1/32,0.2752009537742224,0.3547077000238157,0,0,3.204571243313341,4.1347099266061775,SPARC
Reactome_2022,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,2/103,0.2753460863759224,0.3547077000238157,0,0,1.97009700970097,2.5408862749711147,TIFA;ALPK1
Reactome_2022,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,2/103,0.2753460863759224,0.3547077000238157,0,0,1.97009700970097,2.5408862749711147,TIFA;ALPK1
Reactome_2022,Developmental Biology R-HSA-1266738,13/1073,0.2776254385721685,0.35701657276035,0,0,1.2290384421350016,1.574991153462405,H2BC5;H2AC6;PSMD14;ITGB3;ITGA2B;PSMA5;H2BC12;H2BC15;ABLIM3;PSMC2;H2BC11;E2F1;MYL9
Reactome_2022,Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,2/104,0.2790510068326582,0.3573434006499367,0,0,1.95068330362448,2.4897754945672688,DAB2;EGF
Reactome_2022,GPCR Downstream Signaling R-HSA-388396,8/619,0.2801274172491017,0.3573434006499367,0,0,1.3085788325150027,1.665180589354358,RGS18;CXCL9;PRKAR2B;PPBP;ECT2;GNG11;RGS6;PF4
Reactome_2022,PIP3 Activates AKT Signaling R-HSA-1257604,4/268,0.2806488927885696,0.3573434006499367,0,0,1.510204081632653,1.9189421494891188,PSMA5;PSMD14;EGF;PSMC2
Reactome_2022,CaM Pathway R-HSA-111997,1/33,0.2824605485993796,0.3573434006499367,0,0,3.1042713567839195,3.9244707255325473,PRKAR2B
Reactome_2022,Resolution Of D-loop Structures Thru Holliday Junction Intermediates R-HSA-5693568,1/33,0.2824605485993796,0.3573434006499367,0,0,3.1042713567839195,3.9244707255325473,RAD51
Reactome_2022,Sialic Acid Metabolism R-HSA-4085001,1/33,0.2824605485993796,0.3573434006499367,0,0,3.1042713567839195,3.9244707255325473,CTSA
Reactome_2022,Signal Amplification R-HSA-392518,1/33,0.2824605485993796,0.3573434006499367,0,0,3.1042713567839195,3.9244707255325473,GNG11
Reactome_2022,Signaling By WNT In Cancer R-HSA-4791275,1/33,0.2824605485993796,0.3573434006499367,0,0,3.1042713567839195,3.9244707255325473,KREMEN1
Reactome_2022,Glucagon-type Ligand Receptors R-HSA-420092,1/33,0.2824605485993796,0.3573434006499367,0,0,3.1042713567839195,3.9244707255325473,GNG11
Reactome_2022,Integration Of Energy Metabolism R-HSA-163685,2/105,0.2827546689999499,0.3573434006499367,0,0,1.931646562714524,2.440008904942008,PRKAR2B;GNG11
Reactome_2022,Post-translational Protein Phosphorylation R-HSA-8957275,2/106,0.2864567291305087,0.3607779767227884,0,0,1.912975912975913,2.3915408635892965,FAM20A;APOL1
Reactome_2022,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,2/106,0.2864567291305087,0.3607779767227884,0,0,1.912975912975913,2.3915408635892965,TIFA;ALPK1
Reactome_2022,Resolution Of D-Loop Structures R-HSA-5693537,1/34,0.2896477910754225,0.3635476555792546,0,0,3.010050251256281,3.7297219848476746,RAD51
Reactome_2022,Detoxification Of Reactive Oxygen Species R-HSA-3299685,1/34,0.2896477910754225,0.3635476555792546,0,0,3.010050251256281,3.7297219848476746,PRDX1
Reactome_2022,MyD88-independent TLR4 Cascade R-HSA-166166,2/107,0.290156850388619,0.3635640535638594,0,0,1.8946608946608947,2.344327659095108,TIFA;ALPK1
Reactome_2022,Ca-dependent Events R-HSA-111996,1/35,0.2967633987534311,0.3693167593994313,0,0,2.9213715637008573,3.54894088012851,PRKAR2B
Reactome_2022,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,1/35,0.2967633987534311,0.3693167593994313,0,0,2.9213715637008573,3.54894088012851,LMNB1
Reactome_2022,Impaired BRCA2 Binding To RAD51 R-HSA-9709570,1/35,0.2967633987534311,0.3693167593994313,0,0,2.9213715637008573,3.54894088012851,RAD51
Reactome_2022,Metabolism Of Steroid Hormones R-HSA-196071,1/35,0.2967633987534311,0.3693167593994313,0,0,2.9213715637008573,3.54894088012851,HSD11B1
Reactome_2022,Degradation Of Extracellular Matrix R-HSA-1474228,2/109,0.2975499631159602,0.3696680050237269,0,0,1.8590578684036627,2.2534999856206213,CASP3;MMP19
Reactome_2022,Metabolism Of Amino Acids And Derivatives R-HSA-71291,5/364,0.3002116036293993,0.3723436640615054,0,0,1.3885436754517535,1.6707897651713643,PSMA5;NQO1;PSMD14;SMOX;PSMC2
Reactome_2022,RHOH GTPase Cycle R-HSA-9013407,1/36,0.3038080819844295,0.3749012190144559,0,0,2.8377602297200286,3.380791434126185,CAV1
Reactome_2022,HSF1-dependent Transactivation R-HSA-3371571,1/36,0.3038080819844295,0.3749012190144559,0,0,2.8377602297200286,3.380791434126185,HSPA2
Reactome_2022,Mitochondrial Fatty Acid Beta-Oxidation R-HSA-77289,1/36,0.3038080819844295,0.3749012190144559,0,0,2.8377602297200286,3.380791434126185,ACAA2
Reactome_2022,Nervous System Development R-HSA-9675108,7/545,0.3044570652854429,0.3750706367297978,0,0,1.2985534603309128,1.5442725017909789,PSMA5;PSMD14;ABLIM3;ITGB3;PSMC2;ITGA2B;MYL9
Reactome_2022,"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",2/112,0.3086170575351828,0.378411303880297,0,0,1.808080808080808,2.1256775548508937,ETFDH;ETFA
Reactome_2022,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,2/112,0.3086170575351828,0.378411303880297,0,0,1.808080808080808,2.1256775548508937,TIFA;ALPK1
Reactome_2022,GPCR Ligand Binding R-HSA-500792,6/458,0.3095512295269704,0.378411303880297,0,0,1.3238755587993796,1.552418416711116,CXCL9;KEL;SMOX;PPBP;GNG11;PF4
Reactome_2022,Fatty acyl-CoA Biosynthesis R-HSA-75105,1/37,0.3107825442509396,0.378411303880297,0,0,2.758793969849246,3.2240971983470845,SCD
Reactome_2022,Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877,1/37,0.3107825442509396,0.378411303880297,0,0,2.758793969849246,3.2240971983470845,PF4
Reactome_2022,HDR Thru Single Strand Annealing (SSA) R-HSA-5685938,1/37,0.3107825442509396,0.378411303880297,0,0,2.758793969849246,3.2240971983470845,RAD51
Reactome_2022,Triglyceride Metabolism R-HSA-8979227,1/37,0.3107825442509396,0.378411303880297,0,0,2.758793969849246,3.2240971983470845,CAV1
Reactome_2022,FCGR3A-mediated IL10 Synthesis R-HSA-9664323,1/38,0.3176874819497763,0.3849007012713819,0,0,2.684096156457965,3.07781854672427,PRKAR2B
Reactome_2022,Fanconi Anemia Pathway R-HSA-6783310,1/38,0.3176874819497763,0.3849007012713819,0,0,2.684096156457965,3.07781854672427,FANCA
Reactome_2022,HSP90 Chaperone Cycle For Steroid Hormone Receptors (SHR) In Presence Of Ligand R-HSA-3371497,1/38,0.3176874819497763,0.3849007012713819,0,0,2.684096156457965,3.07781854672427,HSPA2
Reactome_2022,DAG And IP3 Signaling R-HSA-1489509,1/39,0.3245235847719431,0.3918876237855589,0,0,2.6133298069293835,2.941033694945818,PRKAR2B
Reactome_2022,Transcriptional Regulation By VENTX R-HSA-8853884,1/39,0.3245235847719431,0.3918876237855589,0,0,2.6133298069293835,2.941033694945818,UBE2C
Reactome_2022,Presynaptic Phase Of Homologous DNA Pairing And Strand Exchange R-HSA-5693616,1/40,0.3312915354401823,0.398746626400088,0,0,2.54619250096637,2.8129227654318845,RAD51
Reactome_2022,Collagen Degradation R-HSA-1442490,1/40,0.3312915354401823,0.398746626400088,0,0,2.54619250096637,2.8129227654318845,MMP19
Reactome_2022,Signaling By TGFB Family Members R-HSA-9006936,2/119,0.3342934948533607,0.4017002159467432,0,0,1.6993006993006994,1.8619848571697335,ITGB5;ITGB3
Reactome_2022,Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,1/41,0.3379920100397979,0.4034986048194982,0,0,2.4824120603015074,2.6927543377926204,TTLL7
Reactome_2022,Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190,1/41,0.3379920100397979,0.4034986048194982,0,0,2.4824120603015074,2.6927543377926204,RAD51
Reactome_2022,Dual Incision In GG-NER R-HSA-5696400,1/41,0.3379920100397979,0.4034986048194982,0,0,2.4824120603015074,2.6927543377926204,PCNA
Reactome_2022,Signaling By Retinoic Acid R-HSA-5362517,1/41,0.3379920100397979,0.4034986048194982,0,0,2.4824120603015074,2.6927543377926204,CPT1A
Reactome_2022,Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168,1/42,0.344625677945044,0.4087550516726817,0,0,2.4217428606446867,2.579874053958348,SCD
Reactome_2022,RND3 GTPase Cycle R-HSA-9696264,1/42,0.344625677945044,0.4087550516726817,0,0,2.4217428606446867,2.579874053958348,CAV1
Reactome_2022,Transport Of Mature mRNA Derived From An Intronless Transcript R-HSA-159231,1/42,0.344625677945044,0.4087550516726817,0,0,2.4217428606446867,2.579874053958348,CPSF2
Reactome_2022,tRNA Aminoacylation R-HSA-379724,1/42,0.344625677945044,0.4087550516726817,0,0,2.4217428606446867,2.579874053958348,PPA1
Reactome_2022,Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,2/122,0.3452170182416795,0.4087949505188225,0,0,1.6565656565656566,1.7618934494773038,MTHFD2;ENPP2
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,3/209,0.347899309858879,0.4110993762709228,0,0,1.44847469321374,1.5293606785693334,PSMA5;PSMD14;PSMC2
Reactome_2022,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,2/123,0.3488455825927885,0.4110993762709228,0,0,1.642791551882461,1.73006635039327,FAM20A;APOL1
Reactome_2022,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,2/123,0.3488455825927885,0.4110993762709228,0,0,1.642791551882461,1.73006635039327,TREML1;LILRB1
Reactome_2022,Homologous DNA Pairing And Strand Exchange R-HSA-5693579,1/43,0.3511932019412653,0.4125394503572876,0,0,2.363962670495334,2.473694919601735,RAD51
Reactome_2022,Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,1/43,0.3511932019412653,0.4125394503572876,0,0,2.363962670495334,2.473694919601735,CPSF2
Reactome_2022,TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,1/44,0.3576952382847675,0.4175009708005328,0,0,2.308869931050602,2.373689018141451,BIRC5
