"GeneID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1",-0.508628118794552,1.98866806649583,-0.842494530179909,0.410393537041212,0.734955947290177,-5.59296002674102
"2",-0.878590521185915,0.892943337902308,-1.92725861515476,0.0696262856317472,0.3966276049015,-4.1560830769348
"3",-1.71943289190109,-0.829718705339094,-2.46391480754524,0.0238645425750512,0.282972179852695,-3.25180236351747
"9",0.74434023261128,2.66123067381237,2.55237747606227,0.0198372268135315,0.26656572190663,-3.27277886568995
"14",0.11020325653749,6.49328094311308,0.755593686625648,0.459514070672831,0.764880882018371,-6.22378848431338
"15",0.820068606082673,2.42378417134941,2.07948273806609,0.0519043785503934,0.367088729316075,-4.11989509463561
"16",0.505548604508334,5.68733255724869,2.11032394083111,0.0488542845098903,0.357863052743866,-4.44971749163781
"18",-0.175581493977175,4.48117575631187,-1.16420099426487,0.259304765811658,0.622557940317117,-5.67455725062052
"19",0.262928793636749,5.21325171420872,0.749288256839361,0.463212556292616,0.766971564808083,-6.14158431549382
"20",-0.434723473474319,8.19700029585611,-1.07612133060663,0.29586393610254,0.653030483808078,-5.89296902838559
"21",-0.274773977491283,3.74763796850245,-0.955787439062482,0.351643332606975,0.692311866907976,-5.79750372921232
"23",0.236120699750667,6.29226961553759,1.39521282970134,0.179664022202478,0.546411505580031,-5.55948294384793
"25",-0.344814930862401,5.84288900097065,-2.37482853022021,0.0286869468895123,0.303751068796172,-3.96585123667781
"27",-0.234454278774704,5.1090893921555,-1.37312362935879,0.186315294059487,0.552644353912783,-5.50470598646415
"28",2.64664814663384,0.576862494564296,2.92577144988584,0.00892055551516433,0.211012235727055,-2.49839755309503
"29",0.0418023232127132,7.95577562346994,0.351092072202302,0.729531102941197,0.901271589731994,-6.42247676100875
"30",0.105110869277512,6.79276664532466,0.727104509414276,0.476366635632155,0.773719913619133,-6.24235800370642
"31",0.0800548100546745,4.7244288116899,0.485432837939375,0.633133312136616,0.856006478537698,-6.26547154998454
"32",-0.726708000770801,3.92202119269343,-1.9468554156497,0.0670761251961385,0.394034617898397,-4.51173636186989
"34",0.266266292978191,4.93780795265156,1.36115230470117,0.190001548824006,0.557048350380782,-5.51961161127353
"35",0.37475816833292,4.3221062946817,1.55001986677097,0.138267529269954,0.50413375445593,-5.19610775317257
"36",-0.451714614674644,4.91085907531107,-1.90658495398214,0.0724096749530471,0.3997632875039,-4.71464288528952
"37",0.640227274343422,8.3588691309634,3.43455937272435,0.00290209147830239,0.151935347054525,-1.81180854537763
"38",0.459916556937038,4.52150353883581,2.8617138104098,0.0102507878032829,0.220524806684733,-2.92942432753998
"39",0.364945289648718,4.17057873891697,2.04235670972039,0.0558042104457696,0.372061774267921,-4.38956699756951
"41",-1.13384600642275,-0.122483345545368,-1.54014586365088,0.140647762143714,0.508180834487334,-4.57469607689442
"47",0.241231513086462,7.13102345838789,1.46811979878951,0.159059870508871,0.527412651200462,-5.45717115117081
"48",0.0117612573389612,3.58730639217896,0.0513314121887845,0.959617910082322,0.988420899407888,-6.19806112890189
"50",0.0532547357439386,6.18903390952682,0.373715192885521,0.71291306280855,0.893143241311184,-6.43841052310344
"51",0.330449922591947,5.54199633771018,1.77876938808257,0.091904016688553,0.431849330450069,-4.96980404949796
"52",-0.136581678747077,6.13683144694538,-1.01624816499414,0.322767067906322,0.67235494778916,-5.99055268775993
