Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",4/106,0.0008652971740242731,0.1159498213192525,0,0,10.226006191950464,72.11827011853806,NR4A2;ADCY9;MEF2D;HBEGF
KEGG_2021_Human,Asthma,2/31,0.0068150327472945,0.421915060211304,0,0,17.58709106984969,87.7353917884882,HLA-DPB1;FCER1A
KEGG_2021_Human,Intestinal immune network for IgA production,2/48,0.0158238144083772,0.421915060211304,0,0,11.07803790412486,45.93219537898117,HLA-DPB1;CXCR4
KEGG_2021_Human,Apelin signaling pathway,3/137,0.0176080980172175,0.421915060211304,0,0,5.752859081217291,23.23807807911145,ADCY9;GNG7;MEF2D
KEGG_2021_Human,Pathways in cancer,6/531,0.019585417761553,0.421915060211304,0,0,2.9953667953667957,11.780687689467058,WNT10B;GSTM2;ADCY9;GNG7;CXCR4;PMAIP1
KEGG_2021_Human,Cell adhesion molecules,3/148,0.0215551498844712,0.421915060211304,0,0,5.313479623824452,20.388567952024616,CNTNAP1;HLA-DPB1;NRCAM
KEGG_2021_Human,Hippo signaling pathway,3/163,0.0276555148786646,0.421915060211304,0,0,4.811688311688312,17.26400141090372,WNT10B;DLG5;SMAD7
KEGG_2021_Human,Axon guidance,3/182,0.036566634800746,0.421915060211304,0,0,4.296814916926649,14.216523782209912,EPHA4;RYK;CXCR4
KEGG_2021_Human,Leishmaniasis,2/77,0.0381124895191706,0.421915060211304,0,0,6.7846153846153845,22.16678522421922,EEF1A1;HLA-DPB1
KEGG_2021_Human,RNA degradation,2/79,0.0399276707752803,0.421915060211304,0,0,6.607725607725608,21.2814073235033,BTG2;BTG1
KEGG_2021_Human,Chemokine signaling pathway,3/192,0.0417809371629362,0.421915060211304,0,0,4.067408781694496,12.915304490689248,ADCY9;GNG7;CXCR4
KEGG_2021_Human,GABAergic synapse,2/89,0.0494757174116196,0.421915060211304,0,0,5.84526967285588,17.57247807346743,ADCY9;GNG7
KEGG_2021_Human,Morphine addiction,2/91,0.0514755401032426,0.421915060211304,0,0,5.713339095361567,16.949469049146877,ADCY9;GNG7
KEGG_2021_Human,Th1 and Th2 cell differentiation,2/92,0.0524862501835121,0.421915060211304,0,0,5.64957264957265,16.65044336507703,MAML2;HLA-DPB1
KEGG_2021_Human,GnRH signaling pathway,2/93,0.0535040634957514,0.421915060211304,0,0,5.587207664130741,16.3593310490479,ADCY9;HBEGF
KEGG_2021_Human,Circadian entrainment,2/97,0.0576449281936218,0.421915060211304,0,0,5.350877192982456,15.268476642961671,ADCY9;GNG7
KEGG_2021_Human,Aldosterone synthesis and secretion,2/98,0.0586971958583036,0.421915060211304,0,0,5.294871794871795,15.01288529254895,NR4A2;ADCY9
KEGG_2021_Human,Human cytomegalovirus infection,3/225,0.0614640287224369,0.421915060211304,0,0,3.457002457002457,9.6426279262295,ADCY9;GNG7;CXCR4
KEGG_2021_Human,Melanogenesis,2/101,0.0618938138015869,0.421915060211304,0,0,5.133644133644133,14.2835179706662,WNT10B;ADCY9
KEGG_2021_Human,Longevity regulating pathway,2/102,0.0629723970464632,0.421915060211304,0,0,5.082051282051282,14.052170572338648,ADCY9;SIRT1
KEGG_2021_Human,Cholinergic synapse,2/113,0.0752452767477566,0.4653237540986245,0,0,4.575883575883576,11.837820625142038,ADCY9;GNG7
KEGG_2021_Human,Glutamatergic synapse,2/114,0.0763964372400726,0.4653237540986245,0,0,4.534798534798535,11.66268201647575,ADCY9;GNG7
KEGG_2021_Human,Relaxin signaling pathway,2/129,0.0943056145802075,0.526022582666074,0,0,3.996163941045831,9.435800448010063,ADCY9;GNG7
KEGG_2021_Human,Estrogen signaling pathway,2/137,0.1043059576157071,0.526022582666074,0,0,3.757834757834758,8.494310391355938,ADCY9;HBEGF
KEGG_2021_Human,Apoptosis,2/142,0.1106977035753466,0.526022582666074,0,0,3.622710622710623,7.973412857270611,HRK;PMAIP1
KEGG_2021_Human,Phospholipase D signaling pathway,2/148,0.1185004256481053,0.526022582666074,0,0,3.472778363189322,7.40687618137487,ADCY9;FCER1A
KEGG_2021_Human,Retrograde endocannabinoid signaling,2/148,0.1185004256481053,0.526022582666074,0,0,3.472778363189322,7.40687618137487,ADCY9;GNG7
KEGG_2021_Human,Cushing syndrome,2/155,0.1277725968955336,0.526022582666074,0,0,3.3127199597787835,6.815931857716935,WNT10B;ADCY9
KEGG_2021_Human,Nicotinate and nicotinamide metabolism,1/35,0.1309893957070499,0.526022582666074,0,0,7.403574087862993,15.04879274820452,SIRT1
KEGG_2021_Human,Allograft rejection,1/38,0.141394504607699,0.526022582666074,0,0,6.802257954156689,13.306586468021846,HLA-DPB1
KEGG_2021_Human,Wnt signaling pathway,2/166,0.1426725072251806,0.526022582666074,0,0,3.0888055034396498,6.014532684528838,WNT10B;RYK
KEGG_2021_Human,cGMP-PKG signaling pathway,2/167,0.1440452409919387,0.526022582666074,0,0,3.06993006993007,5.948382016991661,ADCY9;MEF2D
KEGG_2021_Human,Various types of N-glycan biosynthesis,1/39,0.1448354592495589,0.526022582666074,0,0,6.622918054630246,12.796517113364189,MAN1C1
KEGG_2021_Human,Hepatocellular carcinoma,2/168,0.1454208129909438,0.526022582666074,0,0,3.051282051282051,5.883248875771928,WNT10B;GSTM2
KEGG_2021_Human,"Glycine, serine and threonine metabolism",1/40,0.148262795639544,0.526022582666074,0,0,6.452775073028238,12.316856594910892,SARDH
KEGG_2021_Human,Bladder cancer,1/41,0.1516765669633001,0.526022582666074,0,0,6.291139240506329,11.865119271542625,HBEGF
KEGG_2021_Human,Graft-versus-host disease,1/42,0.1550768262210607,0.526022582666074,0,0,6.1373880827415865,11.439076457528104,HLA-DPB1
KEGG_2021_Human,Type I diabetes mellitus,1/43,0.1584636262338361,0.526022582666074,0,0,5.990958408679927,11.036724504327369,HLA-DPB1
KEGG_2021_Human,Vasopressin-regulated water reabsorption,1/44,0.1618370196176481,0.526022582666074,0,0,5.851339417132764,10.656257486403875,ADCY9
KEGG_2021_Human,Alcoholism,2/186,0.1706178925250973,0.526022582666074,0,0,2.750278706800446,4.863396961216475,GNG7;HDAC9
KEGG_2021_Human,Vibrio cholerae infection,1/50,0.181798760490535,0.526022582666074,0,0,5.133298889175924,8.751529842637671,ADCY9
KEGG_2021_Human,Cholesterol metabolism,1/50,0.181798760490535,0.526022582666074,0,0,5.133298889175924,8.751529842637671,MYLIP
KEGG_2021_Human,N-Glycan biosynthesis,1/50,0.181798760490535,0.526022582666074,0,0,5.133298889175924,8.751529842637671,MAN1C1
KEGG_2021_Human,Ovarian steroidogenesis,1/51,0.1850797632262459,0.526022582666074,0,0,5.030379746835443,8.486091643982048,ADCY9
KEGG_2021_Human,Autoimmune thyroid disease,1/53,0.1916028402963843,0.526022582666074,0,0,4.836416747809153,7.991359335788431,HLA-DPB1
KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,1/53,0.1916028402963843,0.526022582666074,0,0,4.836416747809153,7.991359335788431,ADCY9
KEGG_2021_Human,Viral carcinogenesis,2/203,0.1950322745679377,0.526022582666074,0,0,2.515499425947187,4.111810768895649,PMAIP1;HDAC9
KEGG_2021_Human,Proteoglycans in cancer,2/205,0.1979351978491446,0.526022582666074,0,0,2.4904635594290765,4.03409168855039,WNT10B;HBEGF
KEGG_2021_Human,Regulation of lipolysis in adipocytes,1/55,0.1980743505869381,0.526022582666074,0,0,4.656821378340366,7.53991915108379,ADCY9
KEGG_2021_Human,Glutathione metabolism,1/57,0.2044946965271934,0.526022582666074,0,0,4.490054249547921,7.126673542819376,GSTM2
KEGG_2021_Human,Legionellosis,1/57,0.2044946965271934,0.526022582666074,0,0,4.490054249547921,7.126673542819376,EEF1A1
KEGG_2021_Human,Human immunodeficiency virus 1 infection,2/212,0.2081367838732532,0.526022582666074,0,0,2.4065934065934065,3.777292267472864,GNG7;CXCR4
KEGG_2021_Human,Notch signaling pathway,1/59,0.2108642776050352,0.526022582666074,0,0,4.334788302051506,6.747273926328725,MAML2
KEGG_2021_Human,Viral myocarditis,1/60,0.2140301552862125,0.526022582666074,0,0,4.261102767646428,6.569079488195031,HLA-DPB1
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,2/219,0.2183941761163713,0.526022582666074,0,0,2.3281342313600377,3.5421484441261835,ADCY9;HLA-DPB1
KEGG_2021_Human,Basal cell carcinoma,1/63,0.2234527274061944,0.526022582666074,0,0,4.05430788076766,6.075604959014088,WNT10B
KEGG_2021_Human,Cortisol synthesis and secretion,1/65,0.2296723796837271,0.526022582666074,0,0,3.9272151898734178,5.777331849106393,ADCY9
KEGG_2021_Human,Inflammatory bowel disease,1/65,0.2296723796837271,0.526022582666074,0,0,3.9272151898734178,5.777331849106393,HLA-DPB1
KEGG_2021_Human,Fc epsilon RI signaling pathway,1/68,0.2389097325251075,0.526022582666074,0,0,3.750802947288872,5.369910129778693,FCER1A
KEGG_2021_Human,Amphetamine addiction,1/69,0.2419644752384694,0.526022582666074,0,0,3.695457930007446,5.243723097063879,SIRT1
KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,1/70,0.2450071099893035,0.526022582666074,0,0,3.6417171161254815,5.121958765484162,HBEGF
KEGG_2021_Human,Chemical carcinogenesis,2/239,0.2479149993864676,0.526022582666074,0,0,2.1295034079844206,2.969953103974069,GSTM2;ADCY9
KEGG_2021_Human,Calcium signaling pathway,2/240,0.249396554943182,0.526022582666074,0,0,2.1204481792717087,2.944689837038428,ADCY9;CXCR4
KEGG_2021_Human,p53 signaling pathway,1/73,0.2540628391818678,0.526022582666074,0,0,3.4894514767932487,4.781154446243804,PMAIP1
KEGG_2021_Human,Thyroid hormone synthesis,1/75,0.2600403158441355,0.526022582666074,0,0,3.3947998631542937,4.572519075729248,ADCY9
KEGG_2021_Human,Gastric acid secretion,1/76,0.263011291333037,0.526022582666074,0,0,3.349367088607595,4.473275064844703,ADCY9
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,1/76,0.263011291333037,0.526022582666074,0,0,3.349367088607595,4.473275064844703,GSTM2
KEGG_2021_Human,Antigen processing and presentation,1/78,0.2689179480754235,0.5299265447368641,0,0,3.2620417557126418,4.284199185351186,HLA-DPB1
KEGG_2021_Human,ErbB signaling pathway,1/85,0.2892254626868487,0.5341991126066441,0,0,2.9891500904159134,3.7081864002210687,HBEGF
KEGG_2021_Human,Taste transduction,1/86,0.2920806911352911,0.5341991126066441,0,0,2.9538346984363364,3.6353587272888825,TRPM5
KEGG_2021_Human,Colorectal cancer,1/86,0.2920806911352911,0.5341991126066441,0,0,2.9538346984363364,3.6353587272888825,PMAIP1
KEGG_2021_Human,Insulin secretion,1/86,0.2920806911352911,0.5341991126066441,0,0,2.9538346984363364,3.6353587272888825,ADCY9
KEGG_2021_Human,Gap junction,1/88,0.2977572119385946,0.5341991126066441,0,0,2.885639458751637,3.4958854005232074,ADCY9
KEGG_2021_Human,Bile secretion,1/90,0.3033887793502783,0.5341991126066441,0,0,2.820509173659508,3.364134663979733,ADCY9
KEGG_2021_Human,Salivary secretion,1/93,0.3117526111639569,0.5341991126066441,0,0,2.728123280132086,3.1797513178046244,ADCY9
KEGG_2021_Human,Rheumatoid arthritis,1/93,0.3117526111639569,0.5341991126066441,0,0,2.728123280132086,3.1797513178046244,HLA-DPB1
KEGG_2021_Human,TGF-beta signaling pathway,1/94,0.3145184575056975,0.5341991126066441,0,0,2.698652511229073,3.121565136481931,SMAD7
KEGG_2021_Human,Staphylococcus aureus infection,1/95,0.3172733271873974,0.5341991126066441,0,0,2.6698087799622945,3.0649181751127856,HLA-DPB1
KEGG_2021_Human,Dilated cardiomyopathy,1/96,0.3200172631719549,0.5341991126066441,0,0,2.641572285143238,3.0097555210668694,ADCY9
KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,1/98,0.3254725054176833,0.5341991126066441,0,0,2.5868458828135195,2.903675755319197,ADCY9
KEGG_2021_Human,Hematopoietic cell lineage,1/99,0.3281838968307512,0.5341991126066441,0,0,2.5603203306639117,2.852660692992061,HLA-DPB1
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,1/100,0.3308845249727721,0.5341991126066441,0,0,2.534330648254699,2.8029337896230078,CXCR4
KEGG_2021_Human,Progesterone-mediated oocyte maturation,1/100,0.3308845249727721,0.5341991126066441,0,0,2.534330648254699,2.8029337896230078,ADCY9
KEGG_2021_Human,Pancreatic secretion,1/102,0.3362536600102222,0.5361630848462368,0,0,2.4838952249655346,2.707171233721936,ADCY9
KEGG_2021_Human,Th17 cell differentiation,1/107,0.3494910734322773,0.5361630848462368,0,0,2.3661332696441364,2.4874620971955177,HLA-DPB1
KEGG_2021_Human,Glucagon signaling pathway,1/107,0.3494910734322773,0.5361630848462368,0,0,2.3661332696441364,2.4874620971955177,SIRT1
KEGG_2021_Human,Drug metabolism,1/108,0.352107100496036,0.5361630848462368,0,0,2.3439015734058914,2.446611075233223,GSTM2
KEGG_2021_Human,Ribosome biogenesis in eukaryotes,1/108,0.352107100496036,0.5361630848462368,0,0,2.3439015734058914,2.446611075233223,SBDS
KEGG_2021_Human,Toxoplasmosis,1/112,0.3624677212018948,0.5399828312445979,0,0,2.258980499486829,2.29245825980257,HLA-DPB1
KEGG_2021_Human,Serotonergic synapse,1/113,0.3650322070290576,0.5399828312445979,0,0,2.2386980108499097,2.2560920023156177,GNG7
KEGG_2021_Human,Leukocyte transendothelial migration,1/114,0.3675865055671711,0.5399828312445979,0,0,2.218774504312759,2.2205419772662376,CXCR4
KEGG_2021_Human,Sphingolipid signaling pathway,1/119,0.380206582168749,0.5399828312445979,0,0,2.124222269899163,2.054209043937956,FCER1A
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",1/119,0.380206582168749,0.5399828312445979,0,0,2.124222269899163,2.054209043937956,ADCY9
KEGG_2021_Human,AMPK signaling pathway,1/120,0.3827005907792814,0.5399828312445979,0,0,2.106265290926497,2.023072746572937,SIRT1
KEGG_2021_Human,Human papillomavirus infection,2/331,0.3828236490166925,0.5399828312445979,0,0,1.5268490374873354,1.4660511948354271,WNT10B;MAML2
KEGG_2021_Human,Platelet activation,1/124,0.3925779051824973,0.5441908481468364,0,0,2.037357209015128,1.904970301745509,ADCY9
KEGG_2021_Human,Lysosome,1/128,0.4022991182328344,0.5441908481468364,0,0,1.9727897936808527,1.7963422747696427,ARSG
KEGG_2021_Human,Oocyte meiosis,1/129,0.4047053169148861,0.5441908481468364,0,0,1.9572784810126584,1.770546459536229,ADCY9
KEGG_2021_Human,Purine metabolism,1/129,0.4047053169148861,0.5441908481468364,0,0,1.9572784810126584,1.770546459536229,ADCY9
KEGG_2021_Human,FoxO signaling pathway,1/131,0.4094890533403055,0.5441908481468364,0,0,1.9269717624148004,1.720487310971666,SIRT1
KEGG_2021_Human,Dopaminergic synapse,1/132,0.4118666660043228,0.5441908481468364,0,0,1.9121654266112669,1.6961970655083851,GNG7
KEGG_2021_Human,Vascular smooth muscle contraction,1/133,0.4142348247087858,0.5441908481468364,0,0,1.8975834292289988,1.6723825097788545,ADCY9
KEGG_2021_Human,Systemic lupus erythematosus,1/135,0.4189429285096251,0.5450325477698037,0,0,1.869072359720385,1.6261314131293951,HLA-DPB1
KEGG_2021_Human,Fluid shear stress and atherosclerosis,1/139,0.4282473120045325,0.5517801904673785,0,0,1.81452944413869,1.5388197125902816,GSTM2
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,1/143,0.4374045382455057,0.5575447482485902,0,0,1.7630593688714566,1.4578681420243478,WNT10B
KEGG_2021_Human,Breast cancer,1/147,0.4464169056968697,0.5575447482485902,0,0,1.7144095717010577,1.3826747440198226,WNT10B
KEGG_2021_Human,Gastric cancer,1/149,0.4508694759251092,0.5575447482485902,0,0,1.6910708176530962,1.3470687811607656,WNT10B
KEGG_2021_Human,Adrenergic signaling in cardiomyocytes,1/150,0.453082480340101,0.5575447482485902,0,0,1.679636394528927,1.329736378791219,ADCY9
KEGG_2021_Human,Phagosome,1/152,0.4574821014450705,0.5575447482485902,0,0,1.6572218962192975,1.295976553321364,HLA-DPB1
KEGG_2021_Human,mTOR signaling pathway,1/154,0.4618467690715934,0.5575447482485902,0,0,1.635393397865475,1.263377561000728,WNT10B
KEGG_2021_Human,Oxytocin signaling pathway,1/154,0.4618467690715934,0.5575447482485902,0,0,1.635393397865475,1.263377561000728,ADCY9
KEGG_2021_Human,Cellular senescence,1/156,0.4661767574099938,0.5577471919012426,0,0,1.6141282155982033,1.2318871730871923,SIRT1
KEGG_2021_Human,Protein processing in endoplasmic reticulum,1/171,0.4975733878580072,0.5872496173270785,0,0,1.4705882352941178,1.0264885587942316,MAN1C1
KEGG_2021_Human,Influenza A,1/172,0.4996004207110965,0.5872496173270785,0,0,1.4619142793693094,1.0144905293794175,HLA-DPB1
KEGG_2021_Human,Tuberculosis,1/180,0.5155285924069083,0.6007028815871801,0,0,1.3960115974824978,0.9249449503574502,HLA-DPB1
KEGG_2021_Human,RNA transport,1/186,0.527145164957789,0.6084619504996273,0,0,1.3503250085528566,0.8645851688620262,EEF1A1
KEGG_2021_Human,Neutrophil extracellular trap formation,1/189,0.532849867215782,0.6084619504996273,0,0,1.3285752760570966,0.8363588215459095,HDAC9
KEGG_2021_Human,Transcriptional misregulation in cancer,1/192,0.538486595564156,0.6084619504996273,0,0,1.3075087812313606,0.8093383579101238,BAIAP3
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,1/193,0.540350538130266,0.6084619504996273,0,0,1.3006329113924051,0.8005879474535482,GNG7
KEGG_2021_Human,Epstein-Barr virus infection,1/202,0.5567949669646973,0.6217543797772453,0,0,1.2418288305308898,0.7271630661615506,HLA-DPB1
KEGG_2021_Human,Rap1 signaling pathway,1/210,0.5709236579685,0.6322625633700744,0,0,1.193810187147962,0.6691303437888109,ADCY9
KEGG_2021_Human,cAMP signaling pathway,1/216,0.5812274133253325,0.6368893611858791,0,0,1.160141301148072,0.6295079625571591,ADCY9
