GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,96.58507502730724,0.289678513579901,0.5081167806551379,0.5701022375336737,0.568608357646428,0.8525083251346471
2,44.81694777232725,0.873403347194678,0.4983295106262148,1.7526623018916438,0.07965999023157343,0.47840921273392695
3,16.511303209356036,0.38495733290443673,0.7747003309147943,0.4969112798104335,0.6192516168058544,0.8706816759090696
9,138.7158747656933,-0.5026858531353425,0.25774438645682957,-1.9503270664617904,0.05113714861325504,0.4371423926848891
14,1886.6845054525274,-0.046735713219179374,0.16206603870896977,-0.2883745020948224,0.7730600834691278,0.9276389427828169
15,131.56671930600254,0.3086343897820459,0.4133954836473437,0.7465838452297495,0.455314802878401,0.7930510215284503
16,1121.7324464335634,0.3695602299047475,0.24906998719420514,1.4837605849981177,0.1378724470658167,0.5526243994236587
18,467.79879600486834,-0.21439501654463033,0.13516015721897945,-1.5862294107669517,0.11268727839414144,0.5297600261096077
19,858.9297161038878,-0.674186365431516,0.3779712162534962,-1.7836976373866402,0.07447281026964621,0.4711060857696644
20,6570.5749613632825,0.3665482170408499,0.36590941513419906,1.001745792483685,0.3164663839945573,0.7116582427339824
21,289.6524350636489,0.2765782283898314,0.3091818533166438,0.8945487111320797,0.3710283794685023,0.7418259911925909
22,546.03495916631,-0.08357108037204226,0.16510086467785165,-0.5061819666123976,0.6127289133857996,0.8675468485597214
23,1642.576485455631,0.040820727319297215,0.17287425215033767,0.23612959600136427,0.8133321088956318,0.9426512104326139
25,1209.5909135249258,-0.1259305501069206,0.16586918222182473,-0.7592160787198415,0.4477233093195787,0.7894094724323814
27,733.1115172256606,-0.2938121357835986,0.1781585678400414,-1.6491608534224191,0.09911468544401085,0.5073587160778912
28,54.72636131987348,-1.650364953317274,0.6913662951172244,-2.3871064658097727,0.016981572691416345,0.3324059082745032
29,5168.080655832218,-0.22906508913443327,0.14128202479452143,-1.6213321508350569,0.10494642336676228,0.5165267366572056
30,2345.4285091486036,0.19575463937066098,0.1868211467759785,1.0478184228544258,0.2947222728579295,0.6974109482368632
31,554.4574336302221,-0.17745983996002335,0.164771091276324,-1.0770083428191908,0.2814765385537802,0.6880791059178377
32,342.0079794834352,0.19468934110349995,0.3633145207130159,0.5358699694177269,0.592048420536899,0.8596977381235502
34,646.5740018621453,0.02168027869587205,0.2020617981628952,0.10729528734765668,0.9145547231132491,0.9772502719165769
35,428.36129234155925,0.08430827687479676,0.24847905301776166,0.33929732044161603,0.7343857610348798,0.9125470542376245
36,636.9069178841315,0.10475670926612632,0.23811571203834495,0.4399403482003608,0.659980311883046,0.8856846664779142
37,7133.333673278332,0.05435636801768003,0.22734321038629327,0.23909387012402825,0.8110327948871926,0.9418393390775969
38,484.92228438671435,0.1315832833030966,0.17356888489343145,0.7581041001898852,0.4483886653136532,0.7899637162059754
39,378.97894595937055,-0.28587389542201624,0.16924871866096983,-1.6890756850848831,0.09120492681219909,0.4954162854520027
41,25.74379333073924,0.8215335325261807,0.7234135546647379,1.1356346964039346,0.2561094815493471,0.6679292060591686
47,2926.0327290802943,-0.1252002600693142,0.1678499511144486,-0.7459058476814587,0.4557242925271858,0.7932232429229051
48,254.83391679513437,-0.04301080068355017,0.21973874355021872,-0.19573608180625898,0.8448167414388532,0.9531232694741196
50,1522.95536537961,-0.057347382855254786,0.15400674298094527,-0.372369298546559,0.7096179092317267,0.9029646888363708
51,1000.9941805850113,-0.5355295260674696,0.2099180211805092,-2.551136501077085,0.010737226352266592,0.2920125874111352
52,1456.5439127541379,0.07325858386630772,0.12630646100454962,0.5800066226514644,0.5619101517552086,0.8485419904228158
53,747.7978457977292,-0.05860108150213954,0.27557837665316404,-0.2126476039732732,0.8316018379098974,0.948303394162879
54,1548.7747748712839,-0.06751149438195084,0.26389758970074906,-0.25582459642206884,0.7980862805430609,0.938187525716635
55,578.5076826147119,-0.3566631396804997,0.3453166847313919,-1.0328581138728752,0.30167030298663444,0.7040433831717984
58,25.542776011146458,-0.04333443272882813,0.5074257997283834,-0.08540053097817323,0.9319429710468987,0.9822489104696731
59,146.4841628449914,0.276164089835044,0.42424069854593144,0.6509608596760889,0.5150717532530793,0.8246389860171544
60,119211.64532918658,-0.06734625824303817,0.2431057896653264,-0.2770244934756632,0.7817612987992968,0.930871494599592
71,35822.96357028986,0.00919878371350259,0.15100106383779685,0.06091866825113094,0.9514239819426453,0.9872862308908955
81,5030.489433136596,-0.055746260794118964,0.1830573862561958,-0.30452887990053534,0.7607249938986074,0.9236613617059105
