Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Human cytomegalovirus infection,5/225,0.0759067230347123,0.2560026320398793,0,0,2.282051282051282,5.883698765805317,ITGB3;CASP3;E2F1;E2F2;GNG11
KEGG_2021_Human,Riboflavin metabolism,1/8,0.0772680713380291,0.2560026320398793,0,0,14.208901651112706,36.38152974515558,ACP2
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,3/100,0.0789086435328542,0.2560026320398793,0,0,3.0932544874143075,7.855209980826792,CXCL9;PPBP;PF4
KEGG_2021_Human,JAK-STAT signaling pathway,4/162,0.0798287777328656,0.2560026320398793,0,0,2.5370705244122966,6.413387552426678,EGF;PIM1;JAK3;BCL2L1
KEGG_2021_Human,cGMP-PKG signaling pathway,4/167,0.0869546571623694,0.2695958900760342,0,0,2.4586202579191188,6.004856617883921,GUCY1B1;PDE5A;MYL9;MYLK
KEGG_2021_Human,Huntington disease,6/306,0.0874918468375163,0.2695958900760342,0,0,2.0103092783505154,4.897534901517152,PSMA5;KCNJ10;PSMD14;CASP3;PSMC2;TUBB1
KEGG_2021_Human,Hepatocellular carcinoma,4/168,0.0884158564227854,0.2695958900760342,0,0,2.443504230960677,5.927217874962896,NQO1;E2F1;E2F2;BCL2L1
KEGG_2021_Human,Shigellosis,5/246,0.1012805157724002,0.2970852386381075,0,0,2.0809660602191724,4.765123498204115,CTTN;TIFA;ELMO2;MYL9;BCL2L1
KEGG_2021_Human,Fanconi anemia pathway,2/54,0.1016331727713355,0.2970852386381075,0,0,3.836052836052836,8.77069478933889,RAD51;FANCA
KEGG_2021_Human,Toxoplasmosis,3/112,0.1022228778109617,0.2970852386381075,0,0,2.751036184976482,6.27401249877334,CASP3;HSPA2;BCL2L1
KEGG_2021_Human,Ubiquinone and other terpenoid-quinone biosynthesis,1/11,0.1046862992439068,0.2995638716825641,0,0,9.944723618090451,22.4431232477853,NQO1
KEGG_2021_Human,Legionellosis,2/57,0.111218880351375,0.3134350264447841,0,0,3.6262626262626254,7.964197874788815,CASP3;HSPA2
KEGG_2021_Human,Viral myocarditis,2/60,0.1210294038464434,0.3351096697882728,0,0,3.438174851967956,7.260468635528234,CASP3;CAV1
KEGG_2021_Human,Non-homologous end-joining,1/13,0.1225132126107664,0.3351096697882728,0,0,8.28643216080402,17.397665920944878,FEN1
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,4/193,0.1286187677487042,0.3467114608878113,0,0,2.117589893100097,4.342970488062942,CASP3;E2F1;E2F2;GNG11
KEGG_2021_Human,FoxO signaling pathway,3/131,0.1438539098727956,0.3822403890905712,0,0,2.340418781725888,4.537971401166285,CCNB2;CCNB1;EGF
KEGG_2021_Human,Mitophagy,2/68,0.1481287080780672,0.3836902647626607,0,0,3.0202020202020203,5.767600469255814,E2F1;BCL2L1
KEGG_2021_Human,Vascular smooth muscle contraction,3/133,0.1485252637790944,0.3836902647626607,0,0,2.304178055447091,4.394068032736382,GUCY1B1;MYL9;MYLK
KEGG_2021_Human,Amyotrophic lateral sclerosis,6/364,0.1587019191581108,0.404363794019296,0,0,1.679606058860796,3.0916971600175613,PSMA5;PSMD14;CASP3;PSMC2;TUBB1;BCL2L1
KEGG_2021_Human,Ubiquitin mediated proteolysis,3/140,0.1652477197553054,0.4153523766822541,0,0,2.1856682352069363,3.934879504297894,CDC20;UBE2C;RHOBTB1
KEGG_2021_Human,Lipid and atherosclerosis,4/215,0.1691759244362597,0.419556292601924,0,0,1.8946706644743203,3.3664814024126914,SELP;CASP3;HSPA2;BCL2L1
KEGG_2021_Human,Spinocerebellar ataxia,3/143,0.1725795861644545,0.4223658292972177,0,0,2.1385061638868748,3.7571345929995696,PSMA5;PSMD14;PSMC2
KEGG_2021_Human,Gastric acid secretion,2/76,0.1763024531867548,0.425873458347226,0,0,2.6926016926016927,4.673156378016087,KCNJ10;MYLK
KEGG_2021_Human,Breast cancer,3/147,0.1824961276969842,0.4351830737389625,0,0,2.078680203045685,3.5358897451475038,EGF;E2F1;E2F2
KEGG_2021_Human,Gastric cancer,3/149,0.187511062593512,0.4414817423087753,0,0,2.049996523190321,3.4315249214751327,EGF;E2F1;E2F2
KEGG_2021_Human,Phagosome,3/152,0.1950997857095987,0.4517606347516292,0,0,2.0084148127959662,3.2822401178455567,ITGB5;ITGB3;TUBB1
KEGG_2021_Human,Peroxisome,2/82,0.1979403391192459,0.4517606347516292,0,0,2.48989898989899,4.033112516956104,PRDX1;ECH1
KEGG_2021_Human,Oxytocin signaling pathway,3/154,0.2002008345355087,0.4517606347516292,0,0,1.9816115910848155,3.1872919406168263,GUCY1B1;MYL9;MYLK
KEGG_2021_Human,Mismatch repair,1/23,0.2064867613185778,0.4517606347516292,0,0,4.517587939698492,7.126580711797677,PCNA
KEGG_2021_Human,Protein export,1/23,0.2064867613185778,0.4517606347516292,0,0,4.517587939698492,7.126580711797677,SRP54
KEGG_2021_Human,Renin-angiotensin system,1/23,0.2064867613185778,0.4517606347516292,0,0,4.517587939698492,7.126580711797677,CTSA
KEGG_2021_Human,Complement and coagulation cascades,2/85,0.2088785730572049,0.4517606347516292,0,0,2.3995375441158573,3.7576810395091074,CLU;CFB
